ItemCode,Description,Unit,Quantity,UnitPrice,TotalPrice
ITEM0399,Construction work item ITEM0399,m,103.88,786.44,81695.39
ITEM0400,Construction work item ITEM0400,m,200.08,194.41,38897.55
ITEM0401,Construction work item ITEM0401,m2,233.39,765.73,178713.72
ITEM0402,Construction work item ITEM0402,hr,136.19,185.04,25200.6
ITEM0403,Construction work item ITEM0403,pcs,20.77,283.26,5883.31
ITEM0404,Construction work item ITEM0404,m2,165.16,144.45,23857.36
ITEM0405,Construction work item ITEM0405,m,198.48,795.95,157980.16
ITEM0406,Construction work item ITEM0406,pcs,230.57,719.82,165968.9
ITEM0407,Construction work item ITEM0407,m,221.19,707.23,156432.2
ITEM0408,Construction work item ITEM0408,m,85.96,52.85,4542.99
ITEM0409,Construction work item ITEM0409,m2,144.69,55.56,8038.98
ITEM0410,Construction work item ITEM0410,hr,45.36,874.48,39666.41
ITEM0411,Construction work item ITEM0411,hr,142.78,149.51,21347.04
ITEM0412,Construction work item ITEM0412,hr,147.45,66.79,9848.19
ITEM0413,Construction work item ITEM0413,kg,247.7,815.13,201907.7
ITEM0414,Construction work item ITEM0414,kg,228.19,47.91,10932.58
ITEM0415,Construction work item ITEM0415,pcs,40.77,178.53,7278.67
ITEM0416,Construction work item ITEM0416,m2,15.36,26.52,407.35
ITEM0417,Construction work item ITEM0417,m,248.84,723.41,180013.34
ITEM0418,Construction work item ITEM0418,pcs,180.53,740.83,133742.04
ITEM0419,Construction work item ITEM0419,pcs,78.96,674.74,53277.47
ITEM0420,Construction work item ITEM0420,hr,220.02,447.91,98549.16
ITEM0421,Construction work item ITEM0421,m2,145.87,824.46,120263.98
ITEM0422,Construction work item ITEM0422,pcs,158.89,125.86,19997.9
ITEM0423,Construction work item ITEM0423,kg,50.77,770.35,39110.67
ITEM0424,Construction work item ITEM0424,pcs,109.21,806.44,88071.31
ITEM0425,Construction work item ITEM0425,m,113.68,598.03,67984.05
ITEM0426,Construction work item ITEM0426,m,170.36,207.16,35291.78
ITEM0427,Construction work item ITEM0427,pcs,77.56,720.73,55899.82
ITEM0428,Construction work item ITEM0428,hr,125.17,733.4,91799.68
ITEM0429,Construction work item ITEM0429,pcs,46.22,730.5,33763.71
ITEM0430,Construction work item ITEM0430,kg,96.91,22.01,2132.99
ITEM0431,Construction work item ITEM0431,m,247.16,719.25,177769.83
ITEM0432,Construction work item ITEM0432,pcs,50.62,432.87,21911.88
ITEM0433,Construction work item ITEM0433,hr,170.75,897.15,153188.36
ITEM0434,Construction work item ITEM0434,pcs,167.99,45.29,7608.27
ITEM0435,Construction work item ITEM0435,m2,4.7,560.17,2632.8
ITEM0436,Construction work item ITEM0436,kg,202.6,249.68,50585.17
ITEM0437,Construction work item ITEM0437,pcs,246.28,394.73,97214.1
ITEM0438,Construction work item ITEM0438,hr,164.59,696.85,114694.54
ITEM0439,Construction work item ITEM0439,kg,111.54,520.94,58105.65
ITEM0440,Construction work item ITEM0440,pcs,237.63,632.25,150241.57
ITEM0441,Construction work item ITEM0441,m2,53.25,401.36,21372.42
ITEM0442,Construction work item ITEM0442,pcs,97.33,215.24,20949.31
ITEM0443,Construction work item ITEM0443,m,149.37,427.64,63876.59
ITEM0444,Construction work item ITEM0444,m2,33.22,543.67,18060.72
ITEM0445,Construction work item ITEM0445,kg,244.48,180.06,44021.07
ITEM0446,Construction work item ITEM0446,kg,12.21,698.07,8523.43
ITEM0447,Construction work item ITEM0447,hr,200.1,747.11,149496.71
ITEM0448,Construction work item ITEM0448,hr,55.57,212.74,11821.96
ITEM0449,Construction work item ITEM0449,m,152.67,573.93,87621.89
ITEM0450,Construction work item ITEM0450,m2,184.16,804.06,148075.69
ITEM0451,Construction work item ITEM0451,m,94.12,487.1,45845.85
ITEM0452,Construction work item ITEM0452,m,84.73,290.48,24612.37
ITEM0453,Construction work item ITEM0453,kg,176.28,212.76,37505.33
ITEM0454,Construction work item ITEM0454,pcs,137.78,419.59,57811.11
ITEM0455,Construction work item ITEM0455,m,197.81,450.52,89117.36
ITEM0456,Construction work item ITEM0456,kg,3.31,38.8,128.43
ITEM0457,Construction work item ITEM0457,hr,117.64,436.54,51354.57
ITEM0458,Construction work item ITEM0458,hr,209.02,497.91,104073.15
ITEM0459,Construction work item ITEM0459,pcs,79.5,826.27,65688.46
ITEM0460,Construction work item ITEM0460,m2,239.77,349.12,83708.5
ITEM0461,Construction work item ITEM0461,m,85.57,868.8,74343.22
ITEM0462,Construction work item ITEM0462,m,176.9,32.04,5667.88
ITEM0463,Construction work item ITEM0463,m2,204.28,814.8,166447.34
ITEM0464,Construction work item ITEM0464,pcs,226.37,828.58,187565.65
ITEM0465,Construction work item ITEM0465,hr,154.9,405.01,62736.05
ITEM0466,Construction work item ITEM0466,m2,40.19,816.15,32801.07
ITEM0467,Construction work item ITEM0467,hr,36.13,809.69,29254.1
ITEM0468,Construction work item ITEM0468,m2,184.04,156.96,28886.92
ITEM0469,Construction work item ITEM0469,kg,119.4,675.09,80605.75
ITEM0470,Construction work item ITEM0470,m,56.64,575.46,32594.05
ITEM0471,Construction work item ITEM0471,hr,73.25,399.77,29283.15
ITEM0472,Construction work item ITEM0472,kg,89.95,623.86,56116.21
ITEM0473,Construction work item ITEM0473,pcs,196.76,113.68,22367.68
ITEM0474,Construction work item ITEM0474,m2,21.77,49.29,1073.04
ITEM0475,Construction work item ITEM0475,pcs,72.96,601.49,43884.71
ITEM0476,Construction work item ITEM0476,hr,150.02,889.59,133456.29
ITEM0477,Construction work item ITEM0477,m,128.03,97.7,12508.53
ITEM0478,Construction work item ITEM0478,pcs,46.64,605.03,28218.6
ITEM0479,Construction work item ITEM0479,m2,199.48,483.74,96496.46
ITEM0480,Construction work item ITEM0480,kg,227.29,304.11,69121.16
ITEM0481,Construction work item ITEM0481,hr,20.15,731.48,14739.32
ITEM0482,Construction work item ITEM0482,kg,137.96,71.39,9848.96
ITEM0483,Construction work item ITEM0483,m2,239.59,143.21,34311.68
ITEM0484,Construction work item ITEM0484,m2,25.06,473.23,11859.14
ITEM0485,Construction work item ITEM0485,kg,233.13,97.35,22695.21
ITEM0486,Construction work item ITEM0486,m2,38.05,589.59,22433.9
ITEM0487,Construction work item ITEM0487,m,66.16,352.92,23349.19
ITEM0488,Construction work item ITEM0488,m,231.94,428.75,99444.28
ITEM0489,Construction work item ITEM0489,kg,70.0,709.29,49650.3
ITEM0490,Construction work item ITEM0490,m,7.02,828.5,5816.07
ITEM0491,Construction work item ITEM0491,kg,170.25,319.48,54391.47
ITEM0492,Construction work item ITEM0492,hr,247.72,637.86,158010.68
ITEM0493,Construction work item ITEM0493,kg,58.2,312.14,18166.55
ITEM0494,Construction work item ITEM0494,hr,46.89,787.0,36902.43
ITEM0495,Construction work item ITEM0495,m2,141.61,388.32,54990.0
ITEM0496,Construction work item ITEM0496,hr,5.48,550.46,3016.52
ITEM0497,Construction work item ITEM0497,kg,119.61,121.32,14511.09
ITEM0498,Construction work item ITEM0498,m,73.19,281.82,20626.41
ITEM0499,Construction work item ITEM0499,kg,101.27,73.11,7403.85
ITEM0500,Construction work item ITEM0500,hr,194.16,889.01,172610.18
ITEM0501,Construction work item ITEM0501,pcs,101.45,548.01,55595.61
ITEM0502,Construction work item ITEM0502,kg,81.2,219.6,17831.52
ITEM0503,Construction work item ITEM0503,kg,80.5,55.57,4473.38
ITEM0504,Construction work item ITEM0504,pcs,169.04,855.28,144576.53
ITEM0505,Construction work item ITEM0505,hr,2.27,181.94,413.0
ITEM0506,Construction work item ITEM0506,m2,227.08,333.82,75803.85
ITEM0507,Construction work item ITEM0507,m2,114.68,743.53,85268.02
ITEM0508,Construction work item ITEM0508,pcs,135.55,519.31,70392.47
ITEM0509,Construction work item ITEM0509,pcs,239.93,385.96,92603.38
ITEM0510,Construction work item ITEM0510,hr,105.55,67.65,7140.46
ITEM0511,Construction work item ITEM0511,kg,22.31,396.62,8848.59
ITEM0512,Construction work item ITEM0512,hr,114.74,230.01,26391.35
ITEM0513,Construction work item ITEM0513,kg,113.65,38.41,4365.3
ITEM0514,Construction work item ITEM0514,kg,50.8,843.15,42832.02
ITEM0515,Construction work item ITEM0515,m,241.76,80.91,19560.8
ITEM0516,Construction work item ITEM0516,m,221.42,760.59,168409.84
ITEM0517,Construction work item ITEM0517,pcs,208.24,107.95,22479.51
ITEM0518,Construction work item ITEM0518,pcs,225.99,742.26,167743.34
ITEM0519,Construction work item ITEM0519,pcs,56.16,729.54,40970.97
ITEM0520,Construction work item ITEM0520,kg,43.79,708.18,31011.2
ITEM0521,Construction work item ITEM0521,kg,182.91,661.41,120978.5
ITEM0522,Construction work item ITEM0522,m,150.32,112.62,16929.04
ITEM0523,Construction work item ITEM0523,pcs,119.18,794.43,94680.17
ITEM0524,Construction work item ITEM0524,kg,45.73,631.54,28880.32
ITEM0525,Construction work item ITEM0525,hr,21.24,134.03,2846.8
ITEM0526,Construction work item ITEM0526,kg,66.12,476.36,31496.92
ITEM0527,Construction work item ITEM0527,pcs,63.67,785.89,50037.62
ITEM0528,Construction work item ITEM0528,kg,158.75,262.72,41706.8
ITEM0529,Construction work item ITEM0529,m2,43.33,104.59,4531.88
ITEM0530,Construction work item ITEM0530,hr,208.21,359.55,74861.91
ITEM0531,Construction work item ITEM0531,kg,214.46,484.95,104002.38
ITEM0532,Construction work item ITEM0532,pcs,118.34,740.07,87579.88
ITEM0533,Construction work item ITEM0533,pcs,59.83,318.49,19055.26
ITEM0534,Construction work item ITEM0534,pcs,91.9,160.06,14709.51
ITEM0535,Construction work item ITEM0535,m,243.9,467.9,114120.81
ITEM0536,Construction work item ITEM0536,pcs,1.92,888.42,1705.77
ITEM0537,Construction work item ITEM0537,pcs,114.79,522.64,59993.85
ITEM0538,Construction work item ITEM0538,hr,51.3,724.35,37159.16
ITEM0539,Construction work item ITEM0539,pcs,172.91,278.11,48088.0
ITEM0540,Construction work item ITEM0540,m,159.38,530.53,84555.87
ITEM0541,Construction work item ITEM0541,hr,222.43,863.48,192063.86
ITEM0542,Construction work item ITEM0542,m2,79.93,101.92,8146.47
ITEM0543,Construction work item ITEM0543,hr,54.08,572.16,30942.41
ITEM0544,Construction work item ITEM0544,pcs,20.82,430.3,8958.85
ITEM0545,Construction work item ITEM0545,hr,10.19,761.01,7754.69
ITEM0546,Construction work item ITEM0546,m,132.75,91.78,12183.8
ITEM0547,Construction work item ITEM0547,m2,117.77,816.28,96133.3
ITEM0548,Construction work item ITEM0548,m,162.66,480.58,78171.14
ITEM0549,Construction work item ITEM0549,pcs,84.37,224.66,18954.56
ITEM0550,Construction work item ITEM0550,hr,123.37,140.14,17289.07
ITEM0551,Construction work item ITEM0551,m,28.17,694.77,19571.67
ITEM0552,Construction work item ITEM0552,m,126.54,32.5,4112.55
ITEM0553,Construction work item ITEM0553,hr,63.48,858.55,54500.75
ITEM0554,Construction work item ITEM0554,hr,42.45,629.69,26730.34
ITEM0555,Construction work item ITEM0555,m,215.35,725.43,156221.35
ITEM0556,Construction work item ITEM0556,pcs,70.86,470.72,33355.22
ITEM0557,Construction work item ITEM0557,hr,194.44,879.44,170998.31
ITEM0558,Construction work item ITEM0558,m2,223.5,169.54,37892.19
ITEM0559,Construction work item ITEM0559,m,20.63,565.73,11671.01
ITEM0560,Construction work item ITEM0560,hr,168.07,320.59,53881.56
ITEM0561,Construction work item ITEM0561,kg,155.16,733.99,113885.89
ITEM0562,Construction work item ITEM0562,kg,139.99,355.54,49772.04
ITEM0563,Construction work item ITEM0563,hr,89.88,888.86,79890.74
ITEM0564,Construction work item ITEM0564,kg,150.66,633.77,95483.79
ITEM0565,Construction work item ITEM0565,hr,112.93,249.72,28200.88
ITEM0566,Construction work item ITEM0566,hr,180.13,397.06,71522.42
ITEM0567,Construction work item ITEM0567,kg,194.35,38.37,7457.21
ITEM0568,Construction work item ITEM0568,kg,91.45,706.2,64581.99
ITEM0569,Construction work item ITEM0569,m,92.46,46.88,4334.52
ITEM0570,Construction work item ITEM0570,m2,176.16,835.18,147125.31
ITEM0571,Construction work item ITEM0571,m,112.79,342.64,38646.37
ITEM0572,Construction work item ITEM0572,m2,219.83,492.81,108334.42
ITEM0573,Construction work item ITEM0573,m2,124.67,273.76,34129.66
ITEM0574,Construction work item ITEM0574,kg,55.63,714.53,39749.3
ITEM0575,Construction work item ITEM0575,hr,133.79,754.2,100904.42
ITEM0576,Construction work item ITEM0576,hr,55.73,684.96,38172.82
ITEM0577,Construction work item ITEM0577,kg,81.64,838.95,68491.88
ITEM0578,Construction work item ITEM0578,m2,111.71,369.68,41296.95
ITEM0579,Construction work item ITEM0579,kg,27.77,436.23,12114.11
ITEM0580,Construction work item ITEM0580,m2,36.31,215.27,7816.45
ITEM0581,Construction work item ITEM0581,pcs,105.56,613.14,64723.06
ITEM0582,Construction work item ITEM0582,m2,26.31,16.36,430.43
ITEM0583,Construction work item ITEM0583,m,195.45,770.02,150500.41
ITEM0584,Construction work item ITEM0584,m,98.23,68.2,6699.29
ITEM0585,Construction work item ITEM0585,hr,240.41,529.98,127412.49
ITEM0586,Construction work item ITEM0586,kg,148.75,847.12,126009.1
ITEM0587,Construction work item ITEM0587,kg,183.44,352.97,64748.82
ITEM0588,Construction work item ITEM0588,kg,127.3,728.88,92786.42
ITEM0589,Construction work item ITEM0589,m2,228.67,719.54,164537.21
ITEM0590,Construction work item ITEM0590,pcs,14.32,532.76,7629.12
ITEM0591,Construction work item ITEM0591,kg,182.98,53.0,9697.94
ITEM0592,Construction work item ITEM0592,pcs,24.92,94.64,2358.43
ITEM0593,Construction work item ITEM0593,m,89.22,130.78,11668.19
ITEM0594,Construction work item ITEM0594,kg,50.5,860.78,43469.39
ITEM0595,Construction work item ITEM0595,m2,204.21,519.38,106062.59
ITEM0596,Construction work item ITEM0596,hr,230.22,285.92,65824.5
ITEM0597,Construction work item ITEM0597,hr,68.51,691.33,47363.02
ITEM0598,Construction work item ITEM0598,hr,215.91,252.81,54584.21
ITEM0599,Construction work item ITEM0599,pcs,62.62,286.34,17930.61
ITEM0600,Construction work item ITEM0600,m,181.21,319.19,57840.42
ITEM0601,Construction work item ITEM0601,pcs,189.44,184.79,35006.62
ITEM0602,Construction work item ITEM0602,m2,212.11,682.16,144692.96
ITEM0603,Construction work item ITEM0603,pcs,151.69,417.71,63362.43
ITEM0604,Construction work item ITEM0604,pcs,91.44,623.42,57005.52
ITEM0605,Construction work item ITEM0605,hr,143.3,29.31,4200.12
ITEM0606,Construction work item ITEM0606,kg,17.85,49.56,884.65
ITEM0607,Construction work item ITEM0607,kg,80.67,635.83,51292.41
ITEM0608,Construction work item ITEM0608,kg,191.77,431.28,82706.57
ITEM0609,Construction work item ITEM0609,pcs,149.63,517.8,77478.41
ITEM0610,Construction work item ITEM0610,hr,149.85,75.63,11333.16
ITEM0611,Construction work item ITEM0611,m,8.29,16.96,140.6
ITEM0612,Construction work item ITEM0612,m,40.33,165.05,6656.47
ITEM0613,Construction work item ITEM0613,hr,158.04,58.57,9256.4
ITEM0614,Construction work item ITEM0614,hr,110.81,643.75,71333.94
ITEM0615,Construction work item ITEM0615,hr,192.76,104.57,20156.91
ITEM0616,Construction work item ITEM0616,kg,204.94,173.61,35579.63
ITEM0617,Construction work item ITEM0617,m2,112.12,215.25,24133.83
ITEM0618,Construction work item ITEM0618,m2,246.28,688.35,169526.84
ITEM0619,Construction work item ITEM0619,m2,130.82,383.2,50130.22
ITEM0620,Construction work item ITEM0620,hr,64.15,289.69,18583.61
ITEM0621,Construction work item ITEM0621,hr,179.56,861.89,154760.97
ITEM0622,Construction work item ITEM0622,kg,237.93,284.0,67572.12
ITEM0623,Construction work item ITEM0623,pcs,221.49,628.41,139186.53
ITEM0624,Construction work item ITEM0624,m2,189.97,672.02,127663.64
ITEM0625,Construction work item ITEM0625,pcs,66.16,444.66,29418.71
ITEM0626,Construction work item ITEM0626,hr,181.65,541.99,98452.48
ITEM0627,Construction work item ITEM0627,m2,49.75,298.81,14865.8
ITEM0628,Construction work item ITEM0628,pcs,22.51,535.05,12043.98
ITEM0629,Construction work item ITEM0629,m2,147.22,304.29,44797.57
ITEM0630,Construction work item ITEM0630,pcs,169.24,888.77,150415.43
ITEM0631,Construction work item ITEM0631,hr,51.45,170.62,8778.4
ITEM0632,Construction work item ITEM0632,pcs,84.0,839.61,70527.24
ITEM0633,Construction work item ITEM0633,m2,72.73,756.76,55039.15
ITEM0634,Construction work item ITEM0634,m,233.16,217.38,50684.32
ITEM0635,Construction work item ITEM0635,m2,153.51,159.98,24558.53
ITEM0636,Construction work item ITEM0636,m2,223.77,852.65,190797.49
ITEM0637,Construction work item ITEM0637,kg,45.48,696.39,31671.82
ITEM0638,Construction work item ITEM0638,pcs,147.92,587.16,86852.71
ITEM0639,Construction work item ITEM0639,m,174.19,887.74,154635.43
ITEM0640,Construction work item ITEM0640,kg,224.86,94.63,21278.5
ITEM0641,Construction work item ITEM0641,m,121.79,586.69,71452.98
ITEM0642,Construction work item ITEM0642,pcs,217.77,726.73,158259.99
ITEM0643,Construction work item ITEM0643,m2,87.38,369.26,32265.94
ITEM0644,Construction work item ITEM0644,pcs,168.85,414.7,70022.1
ITEM0645,Construction work item ITEM0645,m,153.68,300.18,46131.66
ITEM0646,Construction work item ITEM0646,hr,47.17,332.06,15663.27
ITEM0647,Construction work item ITEM0647,kg,98.47,443.63,43684.25
ITEM0648,Construction work item ITEM0648,pcs,237.97,215.3,51234.94
ITEM0649,Construction work item ITEM0649,kg,152.19,765.1,116440.57
ITEM0650,Construction work item ITEM0650,m2,172.29,531.97,91653.11
ITEM0651,Construction work item ITEM0651,m,12.11,623.4,7549.37
ITEM0652,Construction work item ITEM0652,hr,198.15,379.5,75197.92
ITEM0653,Construction work item ITEM0653,kg,15.59,865.88,13499.07
ITEM0654,Construction work item ITEM0654,m,114.04,168.88,19259.08
ITEM0655,Construction work item ITEM0655,m2,23.87,353.08,8428.02
ITEM0656,Construction work item ITEM0656,hr,225.75,278.23,62810.42
ITEM0657,Construction work item ITEM0657,kg,43.77,684.04,29940.43
ITEM0658,Construction work item ITEM0658,pcs,110.75,726.84,80497.53
ITEM0659,Construction work item ITEM0659,kg,165.89,617.67,102465.28
ITEM0660,Construction work item ITEM0660,kg,160.36,138.31,22179.39
ITEM0661,Construction work item ITEM0661,pcs,238.41,30.28,7219.05
ITEM0662,Construction work item ITEM0662,kg,111.12,124.17,13797.77
ITEM0663,Construction work item ITEM0663,m,163.99,652.16,106947.72
ITEM0664,Construction work item ITEM0664,hr,226.97,215.9,49002.82
ITEM0665,Construction work item ITEM0665,kg,135.95,560.87,76250.28
ITEM0666,Construction work item ITEM0666,pcs,130.54,133.31,17402.29
ITEM0667,Construction work item ITEM0667,pcs,148.55,752.83,111832.9
ITEM0668,Construction work item ITEM0668,m2,223.89,798.5,178776.16
ITEM0669,Construction work item ITEM0669,kg,51.95,735.28,38197.8
ITEM0670,Construction work item ITEM0670,pcs,10.52,260.44,2739.83
ITEM0671,Construction work item ITEM0671,hr,215.18,560.0,120500.8
ITEM0672,Construction work item ITEM0672,m2,159.88,720.77,115236.71
ITEM0673,Construction work item ITEM0673,m2,245.6,761.05,186913.88
ITEM0674,Construction work item ITEM0674,m,242.13,215.77,52244.39
ITEM0675,Construction work item ITEM0675,pcs,190.26,463.11,88111.31
ITEM0676,Construction work item ITEM0676,m,37.22,348.02,12953.3
ITEM0677,Construction work item ITEM0677,kg,118.5,55.7,6600.45
ITEM0678,Construction work item ITEM0678,pcs,44.0,891.26,39215.44
ITEM0679,Construction work item ITEM0679,kg,147.07,404.4,59475.11
ITEM0680,Construction work item ITEM0680,m,161.58,427.99,69154.62
ITEM0681,Construction work item ITEM0681,m,23.02,121.4,2794.63
ITEM0682,Construction work item ITEM0682,kg,128.69,340.19,43779.05
ITEM0683,Construction work item ITEM0683,m2,208.59,769.44,160497.49
ITEM0684,Construction work item ITEM0684,m,105.99,722.05,76530.08
ITEM0685,Construction work item ITEM0685,m,16.96,247.09,4190.65
ITEM0686,Construction work item ITEM0686,pcs,219.3,563.61,123599.67
ITEM0687,Construction work item ITEM0687,kg,218.41,599.93,131030.71
ITEM0688,Construction work item ITEM0688,m,101.46,360.7,36596.62
ITEM0689,Construction work item ITEM0689,kg,199.04,620.67,123538.16
ITEM0690,Construction work item ITEM0690,m2,59.54,517.82,30831.0
ITEM0691,Construction work item ITEM0691,hr,1.17,726.02,849.44
ITEM0692,Construction work item ITEM0692,pcs,5.51,357.16,1967.95
ITEM0693,Construction work item ITEM0693,hr,84.16,173.3,14584.93
ITEM0694,Construction work item ITEM0694,m,243.92,731.67,178468.95
ITEM0695,Construction work item ITEM0695,pcs,12.82,864.75,11086.1
ITEM0696,Construction work item ITEM0696,kg,232.07,476.32,110539.58
ITEM0697,Construction work item ITEM0697,kg,12.32,465.18,5731.02
ITEM0698,Construction work item ITEM0698,m,236.31,789.78,186632.91
ITEM0699,Construction work item ITEM0699,kg,86.29,543.99,46940.9
ITEM0700,Construction work item ITEM0700,hr,178.47,620.93,110817.38
ITEM0701,Construction work item ITEM0701,kg,97.09,556.99,54078.16
ITEM0702,Construction work item ITEM0702,m2,24.17,368.86,8915.35
ITEM0703,Construction work item ITEM0703,m2,42.22,90.51,3821.33
ITEM0704,Construction work item ITEM0704,m,68.69,316.49,21739.7
ITEM0705,Construction work item ITEM0705,hr,89.3,591.26,52799.52
ITEM0706,Construction work item ITEM0706,m,146.54,73.85,10821.98
ITEM0707,Construction work item ITEM0707,kg,155.87,597.9,93194.67
ITEM0708,Construction work item ITEM0708,m,120.84,878.09,106108.4
ITEM0709,Construction work item ITEM0709,pcs,184.6,211.46,39035.52
ITEM0710,Construction work item ITEM0710,kg,201.11,279.84,56278.62
ITEM0711,Construction work item ITEM0711,kg,140.59,400.84,56354.1
ITEM0712,Construction work item ITEM0712,m,196.64,128.87,25341.0
ITEM0713,Construction work item ITEM0713,kg,57.57,275.08,15836.36
ITEM0714,Construction work item ITEM0714,kg,80.45,375.29,30192.08
ITEM0715,Construction work item ITEM0715,hr,158.66,328.82,52170.58
ITEM0716,Construction work item ITEM0716,kg,217.66,355.04,77278.01
ITEM0717,Construction work item ITEM0717,pcs,11.69,97.52,1140.01
ITEM0718,Construction work item ITEM0718,m,220.83,83.05,18339.93
ITEM0719,Construction work item ITEM0719,m,4.14,734.5,3040.83
ITEM0720,Construction work item ITEM0720,hr,103.86,851.41,88427.44
ITEM0721,Construction work item ITEM0721,m,196.86,560.18,110277.03
ITEM0722,Construction work item ITEM0722,m,206.19,415.29,85628.65
ITEM0723,Construction work item ITEM0723,m,59.67,67.28,4014.6
ITEM0724,Construction work item ITEM0724,m,31.98,381.6,12203.57
ITEM0725,Construction work item ITEM0725,hr,113.11,666.83,75425.14
ITEM0726,Construction work item ITEM0726,m2,163.45,717.82,117327.68
ITEM0727,Construction work item ITEM0727,hr,124.58,525.54,65471.77
ITEM0728,Construction work item ITEM0728,pcs,72.27,312.87,22611.11
ITEM0729,Construction work item ITEM0729,pcs,228.59,659.27,150702.53
ITEM0730,Construction work item ITEM0730,m2,202.19,180.28,36450.81
ITEM0731,Construction work item ITEM0731,kg,117.38,315.43,37025.17
ITEM0732,Construction work item ITEM0732,m,228.97,128.36,29390.59
ITEM0733,Construction work item ITEM0733,pcs,62.0,825.45,51177.9
ITEM0734,Construction work item ITEM0734,hr,213.55,203.27,43408.31
ITEM0735,Construction work item ITEM0735,m,172.86,711.67,123019.28
ITEM0736,Construction work item ITEM0736,m2,57.39,424.16,24342.54
ITEM0737,Construction work item ITEM0737,hr,217.45,333.35,72486.96
ITEM0738,Construction work item ITEM0738,hr,108.68,284.85,30957.5
ITEM0739,Construction work item ITEM0739,m,238.39,106.91,25486.27
ITEM0740,Construction work item ITEM0740,m,247.51,506.02,125245.01
ITEM0741,Construction work item ITEM0741,m,40.37,664.3,26817.79
ITEM0742,Construction work item ITEM0742,m2,238.24,413.87,98600.39
ITEM0743,Construction work item ITEM0743,kg,191.69,353.21,67706.82
ITEM0744,Construction work item ITEM0744,pcs,86.59,617.26,53448.54
ITEM0745,Construction work item ITEM0745,pcs,132.0,616.66,81399.12
ITEM0746,Construction work item ITEM0746,pcs,118.46,71.91,8518.46
ITEM0747,Construction work item ITEM0747,pcs,92.06,899.45,82803.37
ITEM0748,Construction work item ITEM0748,pcs,124.57,56.51,7039.45
ITEM0749,Construction work item ITEM0749,m,69.34,526.71,36522.07
ITEM0750,Construction work item ITEM0750,m,218.15,257.55,56184.53
ITEM0751,Construction work item ITEM0751,kg,212.57,505.53,107460.51
ITEM0752,Construction work item ITEM0752,pcs,102.44,680.96,69757.54
ITEM0753,Construction work item ITEM0753,m,62.97,520.46,32773.37
ITEM0754,Construction work item ITEM0754,pcs,40.25,537.81,21646.85
ITEM0755,Construction work item ITEM0755,hr,229.05,802.69,183856.14
ITEM0756,Construction work item ITEM0756,pcs,234.56,590.41,138486.57
ITEM0757,Construction work item ITEM0757,m,152.07,606.59,92244.14
ITEM0758,Construction work item ITEM0758,m2,231.07,848.48,196058.27
ITEM0759,Construction work item ITEM0759,hr,82.53,459.72,37940.69
ITEM0760,Construction work item ITEM0760,pcs,73.8,228.25,16844.85
ITEM0761,Construction work item ITEM0761,m2,121.02,798.75,96664.72
ITEM0762,Construction work item ITEM0762,m2,122.14,386.7,47231.54
ITEM0763,Construction work item ITEM0763,m,23.89,392.72,9382.08
ITEM0764,Construction work item ITEM0764,m2,187.03,291.91,54595.93
ITEM0765,Construction work item ITEM0765,pcs,154.81,484.05,74935.78
ITEM0766,Construction work item ITEM0766,kg,119.54,161.13,19261.48
ITEM0767,Construction work item ITEM0767,m,64.64,240.73,15560.79
ITEM0768,Construction work item ITEM0768,hr,242.5,776.8,188374.0
ITEM0769,Construction work item ITEM0769,m2,132.32,594.99,78729.08
ITEM0770,Construction work item ITEM0770,kg,233.39,62.71,14635.89
ITEM0771,Construction work item ITEM0771,m2,118.35,658.61,77946.49
ITEM0772,Construction work item ITEM0772,m,189.55,885.54,167854.11
ITEM0773,Construction work item ITEM0773,kg,198.79,144.62,28749.01
ITEM0774,Construction work item ITEM0774,m,167.95,256.39,43060.7
ITEM0775,Construction work item ITEM0775,kg,160.34,685.18,109861.76
ITEM0776,Construction work item ITEM0776,m2,8.79,425.53,3740.41
ITEM0777,Construction work item ITEM0777,m2,222.51,504.27,112205.12
ITEM0778,Construction work item ITEM0778,hr,140.35,482.66,67741.33
ITEM0779,Construction work item ITEM0779,kg,118.61,891.59,105751.49
ITEM0780,Construction work item ITEM0780,m,83.98,349.76,29372.84
ITEM0781,Construction work item ITEM0781,hr,56.21,122.94,6910.46
ITEM0782,Construction work item ITEM0782,m2,209.17,21.84,4568.27
ITEM0783,Construction work item ITEM0783,pcs,204.29,17.13,3499.49
ITEM0784,Construction work item ITEM0784,m2,181.32,531.75,96416.91
ITEM0785,Construction work item ITEM0785,hr,153.03,231.77,35467.76
ITEM0786,Construction work item ITEM0786,pcs,135.86,387.59,52657.98
ITEM0787,Construction work item ITEM0787,m2,234.44,313.61,73522.73
ITEM0788,Construction work item ITEM0788,kg,39.03,394.42,15394.21
ITEM0789,Construction work item ITEM0789,m,244.84,143.21,35063.54
ITEM0790,Construction work item ITEM0790,m2,137.33,852.46,117068.33
ITEM0791,Construction work item ITEM0791,m,65.95,20.78,1370.44
ITEM0792,Construction work item ITEM0792,kg,248.43,362.3,90006.19
ITEM0793,Construction work item ITEM0793,m2,223.03,518.7,115685.66
ITEM0794,Construction work item ITEM0794,m,225.13,149.34,33620.91
ITEM0795,Construction work item ITEM0795,kg,211.38,44.54,9414.87
ITEM0796,Construction work item ITEM0796,kg,100.84,303.51,30605.95
ITEM0797,Construction work item ITEM0797,pcs,141.12,462.96,65332.92
