ItemCode,Description,Unit,Quantity,UnitPrice,TotalPrice
ITEM0407,Construction work item ITEM0407,m,213.04,672.56,143282.18
ITEM0408,Construction work item ITEM0408,m,82.71,56.9,4706.2
ITEM0409,Construction work item ITEM0409,m2,141.54,55.68,7880.95
ITEM0410,Construction work item ITEM0410,hr,42.86,885.54,37954.24
ITEM0411,Construction work item ITEM0411,hr,144.14,153.34,22102.43
ITEM0412,Construction work item ITEM0412,hr,143.84,71.33,10260.11
ITEM0413,Construction work item ITEM0413,kg,242.54,917.44,222515.9
ITEM0414,Construction work item ITEM0414,kg,228.1,53.61,12228.44
ITEM0415,Construction work item ITEM0415,pcs,40.41,196.61,7945.01
ITEM0416,Construction work item ITEM0416,m2,13.9,28.07,390.17
ITEM0417,Construction work item ITEM0417,m,242.51,753.89,182825.86
ITEM0418,Construction work item ITEM0418,pcs,170.42,772.86,131710.8
ITEM0419,Construction work item ITEM0419,pcs,76.91,748.92,57599.44
ITEM0420,Construction work item ITEM0420,hr,209.93,477.04,100145.01
ITEM0421,Construction work item ITEM0421,m2,141.0,880.86,124201.26
ITEM0422,Construction work item ITEM0422,pcs,154.45,132.36,20443.0
ITEM0423,Construction work item ITEM0423,kg,49.49,768.26,38021.19
ITEM0424,Construction work item ITEM0424,pcs,108.63,824.82,89600.2
ITEM0425,Construction work item ITEM0425,m,104.94,618.06,64859.22
ITEM0426,Construction work item ITEM0426,m,172.4,218.48,37665.95
ITEM0427,Construction work item ITEM0427,pcs,76.03,779.43,59260.06
ITEM0428,Construction work item ITEM0428,hr,119.81,806.85,96668.7
ITEM0429,Construction work item ITEM0429,pcs,45.49,764.08,34758.0
ITEM0430,Construction work item ITEM0430,kg,95.41,22.28,2125.73
ITEM0431,Construction work item ITEM0431,m,235.92,741.92,175033.77
ITEM0432,Construction work item ITEM0432,pcs,49.72,462.55,22997.99
ITEM0433,Construction work item ITEM0433,hr,168.87,966.13,163150.37
ITEM0434,Construction work item ITEM0434,pcs,156.38,49.9,7803.36
ITEM0435,Construction work item ITEM0435,m2,4.52,564.81,2552.94
ITEM0436,Construction work item ITEM0436,kg,209.68,252.03,52845.65
ITEM0437,Construction work item ITEM0437,pcs,242.86,406.78,98790.59
ITEM0438,Construction work item ITEM0438,hr,157.19,819.17,128765.33
ITEM0439,Construction work item ITEM0439,kg,106.7,567.83,60587.46
ITEM0440,Construction work item ITEM0440,pcs,218.28,646.06,141021.98
ITEM0441,Construction work item ITEM0441,m2,52.35,415.75,21764.51
ITEM0443,Construction work item ITEM0443,m,142.35,464.44,66113.03
ITEM0445,Construction work item ITEM0445,kg,225.6,192.59,43448.3
ITEM0446,Construction work item ITEM0446,kg,11.86,760.22,9016.21
ITEM0447,Construction work item ITEM0447,hr,203.24,820.05,166666.96
ITEM0448,Construction work item ITEM0448,hr,55.17,220.06,12140.71
ITEM0449,Construction work item ITEM0449,m,149.48,605.03,90439.88
ITEM0450,Construction work item ITEM0450,m2,186.39,817.28,152332.82
ITEM0451,Construction work item ITEM0451,m,88.82,504.06,44770.61
ITEM0452,Construction work item ITEM0452,m,86.24,298.89,25776.27
ITEM0453,Construction work item ITEM0453,kg,175.77,221.63,38955.91
ITEM0454,Construction work item ITEM0454,pcs,141.2,436.06,61571.67
ITEM0456,Construction work item ITEM0456,kg,3.25,42.54,138.26
ITEM0457,Construction work item ITEM0457,hr,115.62,430.84,49813.72
ITEM0458,Construction work item ITEM0458,hr,207.1,534.46,110686.67
ITEM0459,Construction work item ITEM0459,pcs,77.61,820.96,63714.71
ITEM0460,Construction work item ITEM0460,m2,238.22,372.63,88767.92
ITEM0461,Construction work item ITEM0461,m,81.9,872.38,71447.92
ITEM0462,Construction work item ITEM0462,m,171.05,35.07,5998.72
ITEM0463,Construction work item ITEM0463,m2,211.12,889.97,187890.47
ITEM0464,Construction work item ITEM0464,pcs,225.53,833.59,187999.55
ITEM0465,Construction work item ITEM0465,hr,155.92,449.72,70120.34
ITEM0467,Construction work item ITEM0467,hr,34.84,836.09,29129.38
ITEM0468,Construction work item ITEM0468,m2,193.62,187.34,36272.77
ITEM0469,Construction work item ITEM0469,kg,112.98,722.54,81632.57
ITEM0470,Construction work item ITEM0470,m,55.24,644.76,35616.54
ITEM0471,Construction work item ITEM0471,hr,69.51,395.01,27457.15
ITEM0472,Construction work item ITEM0472,kg,85.34,620.25,52932.14
ITEM0473,Construction work item ITEM0473,pcs,189.62,116.66,22121.07
ITEM0474,Construction work item ITEM0474,m2,21.16,51.91,1098.42
ITEM0475,Construction work item ITEM0475,pcs,71.33,630.38,44965.01
ITEM0476,Construction work item ITEM0476,hr,148.91,909.73,135467.89
ITEM0477,Construction work item ITEM0477,m,127.83,98.19,12551.63
ITEM0478,Construction work item ITEM0478,pcs,44.33,628.57,27864.51
ITEM0479,Construction work item ITEM0479,m2,193.5,471.72,91277.82
ITEM0480,Construction work item ITEM0480,kg,220.92,299.57,66181.0
ITEM0481,Construction work item ITEM0481,hr,19.71,785.22,15476.69
ITEM0482,Construction work item ITEM0482,kg,133.73,72.89,9747.58
ITEM0483,Construction work item ITEM0483,m2,244.5,155.19,37943.96
ITEM0484,Construction work item ITEM0484,m2,24.71,493.97,12206.0
ITEM0485,Construction work item ITEM0485,kg,229.82,109.19,25094.05
ITEM0486,Construction work item ITEM0486,m2,36.15,595.27,21519.01
ITEM0487,Construction work item ITEM0487,m,63.06,392.54,24753.57
ITEM0488,Construction work item ITEM0488,m,210.66,473.67,99783.32
ITEM0489,Construction work item ITEM0489,kg,65.42,766.43,50139.85
ITEM0490,Construction work item ITEM0490,m,6.85,920.85,6307.82
ITEM0492,Construction work item ITEM0492,hr,244.8,656.37,160679.38
ITEM0493,Construction work item ITEM0493,kg,54.32,354.7,19267.3
ITEM0494,Construction work item ITEM0494,hr,43.82,806.79,35353.54
ITEM0495,Construction work item ITEM0495,m2,135.58,404.55,54848.89
ITEM0496,Construction work item ITEM0496,hr,5.05,555.21,2803.81
ITEM0497,Construction work item ITEM0497,kg,115.31,126.4,14575.18
ITEM0498,Construction work item ITEM0498,m,73.68,289.8,21352.46
ITEM0499,Construction work item ITEM0499,kg,98.82,76.61,7570.6
ITEM0500,Construction work item ITEM0500,hr,193.76,1041.35,201771.98
ITEM0501,Construction work item ITEM0501,pcs,99.71,582.58,58089.05
ITEM0502,Construction work item ITEM0502,kg,77.49,228.3,17690.97
ITEM0503,Construction work item ITEM0503,kg,80.4,57.85,4651.14
ITEM0504,Construction work item ITEM0504,pcs,166.21,882.85,146738.5
ITEM0505,Construction work item ITEM0505,hr,2.17,171.64,372.46
ITEM0506,Construction work item ITEM0506,m2,212.18,371.91,78911.86
ITEM0507,Construction work item ITEM0507,m2,110.04,711.0,78238.44
ITEM0508,Construction work item ITEM0508,pcs,136.68,526.6,71975.69
ITEM0509,Construction work item ITEM0509,pcs,229.47,386.29,88641.97
ITEM0510,Construction work item ITEM0510,hr,99.43,70.21,6980.98
ITEM0511,Construction work item ITEM0511,kg,21.19,417.91,8855.51
ITEM0512,Construction work item ITEM0512,hr,111.54,242.58,27057.37
ITEM0513,Construction work item ITEM0513,kg,104.84,42.78,4485.06
ITEM0514,Construction work item ITEM0514,kg,48.56,914.48,44407.15
ITEM0515,Construction work item ITEM0515,m,247.94,89.83,22272.45
ITEM0516,Construction work item ITEM0516,m,214.04,780.4,167036.82
ITEM0517,Construction work item ITEM0517,pcs,197.1,118.56,23368.18
ITEM0518,Construction work item ITEM0518,pcs,222.36,800.3,177954.71
ITEM0519,Construction work item ITEM0519,pcs,55.28,710.69,39286.94
ITEM0520,Construction work item ITEM0520,kg,42.69,721.33,30793.58
ITEM0521,Construction work item ITEM0521,kg,184.55,679.14,125335.29
ITEM0522,Construction work item ITEM0522,m,152.17,117.87,17936.28
ITEM0523,Construction work item ITEM0523,pcs,112.09,822.71,92217.56
ITEM0524,Construction work item ITEM0524,kg,45.57,600.07,27345.19
ITEM0525,Construction work item ITEM0525,hr,20.43,137.31,2805.24
ITEM0526,Construction work item ITEM0526,kg,66.07,513.65,33936.86
ITEM0527,Construction work item ITEM0527,pcs,60.3,856.04,51619.21
ITEM0528,Construction work item ITEM0528,kg,150.27,278.12,41793.09
ITEM0529,Construction work item ITEM0529,m2,42.52,109.36,4649.99
ITEM0530,Construction work item ITEM0530,hr,210.73,387.4,81636.8
ITEM0531,Construction work item ITEM0531,kg,200.25,517.68,103665.42
ITEM0532,Construction work item ITEM0532,pcs,119.55,851.49,101795.63
ITEM0533,Construction work item ITEM0533,pcs,57.24,329.34,18851.42
ITEM0534,Construction work item ITEM0534,pcs,88.19,172.86,15244.52
ITEM0535,Construction work item ITEM0535,m,231.42,470.43,108866.91
ITEM0537,Construction work item ITEM0537,pcs,115.96,575.87,66777.89
ITEM0538,Construction work item ITEM0538,hr,48.87,704.85,34446.02
ITEM0539,Construction work item ITEM0539,pcs,168.34,299.4,50401.0
ITEM0540,Construction work item ITEM0540,m,157.03,546.33,85790.2
ITEM0541,Construction work item ITEM0541,hr,217.45,934.9,203294.0
ITEM0542,Construction work item ITEM0542,m2,74.08,103.51,7668.02
ITEM0543,Construction work item ITEM0543,hr,52.0,602.4,31324.8
ITEM0544,Construction work item ITEM0544,pcs,20.14,429.37,8647.51
ITEM0545,Construction work item ITEM0545,hr,9.56,762.24,7287.01
ITEM0546,Construction work item ITEM0546,m,121.45,96.85,11762.43
ITEM0547,Construction work item ITEM0547,m2,116.43,794.3,92480.35
ITEM0548,Construction work item ITEM0548,m,146.11,484.97,70858.97
ITEM0549,Construction work item ITEM0549,pcs,83.17,226.73,18857.13
ITEM0550,Construction work item ITEM0550,hr,121.44,148.27,18005.91
ITEM0551,Construction work item ITEM0551,m,26.34,722.84,19039.61
ITEM0552,Construction work item ITEM0552,m,121.05,32.82,3972.86
ITEM0553,Construction work item ITEM0553,hr,64.07,922.79,59123.16
ITEM0554,Construction work item ITEM0554,hr,38.5,664.35,25577.48
ITEM0555,Construction work item ITEM0555,m,207.95,740.02,153887.16
ITEM0556,Construction work item ITEM0556,pcs,63.79,480.13,30627.49
ITEM0557,Construction work item ITEM0557,hr,191.4,956.33,183041.56
ITEM0558,Construction work item ITEM0558,m2,221.68,183.6,40700.45
ITEM0559,Construction work item ITEM0559,m,20.74,572.42,11871.99
ITEM0560,Construction work item ITEM0560,hr,161.37,329.62,53190.78
ITEM0561,Construction work item ITEM0561,kg,162.5,822.82,133708.25
ITEM0562,Construction work item ITEM0562,kg,136.36,366.98,50041.39
ITEM0563,Construction work item ITEM0563,hr,84.04,971.75,81665.87
ITEM0564,Construction work item ITEM0564,kg,140.8,629.94,88695.55
ITEM0565,Construction work item ITEM0565,hr,112.25,256.46,28787.64
ITEM0566,Construction work item ITEM0566,hr,177.24,421.65,74733.25
ITEM0567,Construction work item ITEM0567,kg,192.7,39.28,7569.26
ITEM0568,Construction work item ITEM0568,kg,83.01,733.69,60903.61
ITEM0569,Construction work item ITEM0569,m,96.4,55.15,5316.46
ITEM0570,Construction work item ITEM0570,m2,177.44,838.63,148806.51
ITEM0571,Construction work item ITEM0571,m,102.21,342.93,35050.88
ITEM0572,Construction work item ITEM0572,m2,224.44,536.05,120311.06
ITEM0573,Construction work item ITEM0573,m2,117.81,287.55,33876.27
ITEM0574,Construction work item ITEM0574,kg,55.28,757.93,41898.37
ITEM0575,Construction work item ITEM0575,hr,131.85,783.59,103316.34
ITEM0576,Construction work item ITEM0576,hr,52.66,680.18,35818.28
ITEM0577,Construction work item ITEM0577,kg,79.53,849.74,67579.82
ITEM0578,Construction work item ITEM0578,m2,110.14,393.59,43350.0
ITEM0579,Construction work item ITEM0579,kg,26.24,529.19,13885.95
ITEM0580,Construction work item ITEM0580,m2,35.15,233.06,8192.06
ITEM0581,Construction work item ITEM0581,pcs,103.74,633.63,65732.78
ITEM0582,Construction work item ITEM0582,m2,26.76,17.98,481.14
ITEM0583,Construction work item ITEM0583,m,186.18,812.09,151194.92
ITEM0584,Construction work item ITEM0584,m,97.21,70.15,6819.28
ITEM0585,Construction work item ITEM0585,hr,235.75,540.03,127312.07
ITEM0586,Construction work item ITEM0586,kg,144.24,912.5,131619.0
ITEM0587,Construction work item ITEM0587,kg,174.6,345.05,60245.73
ITEM0588,Construction work item ITEM0588,kg,122.62,770.97,94536.34
ITEM0589,Construction work item ITEM0589,m2,237.9,726.82,172910.48
ITEM0590,Construction work item ITEM0590,pcs,13.64,524.84,7158.82
ITEM0591,Construction work item ITEM0591,kg,169.05,57.98,9801.52
ITEM0592,Construction work item ITEM0592,pcs,23.52,88.43,2079.87
ITEM0593,Construction work item ITEM0593,m,86.23,135.17,11655.71
ITEM0594,Construction work item ITEM0594,kg,48.67,939.38,45719.62
ITEM0595,Construction work item ITEM0595,m2,188.59,567.85,107090.83
ITEM0596,Construction work item ITEM0596,hr,234.42,308.7,72365.45
ITEM0597,Construction work item ITEM0597,hr,66.32,776.99,51529.98
ITEM0598,Construction work item ITEM0598,hr,215.79,246.14,53114.55
ITEM0599,Construction work item ITEM0599,pcs,62.56,291.86,18258.76
ITEM0600,Construction work item ITEM0600,m,171.11,343.15,58716.4
ITEM0601,Construction work item ITEM0601,pcs,170.52,196.31,33474.78
ITEM0602,Construction work item ITEM0602,m2,194.23,716.33,139132.78
ITEM0603,Construction work item ITEM0603,pcs,151.4,446.85,67653.09
ITEM0604,Construction work item ITEM0604,pcs,91.35,656.75,59994.11
ITEM0605,Construction work item ITEM0605,hr,145.46,30.66,4459.8
ITEM0606,Construction work item ITEM0606,kg,17.25,52.7,909.08
ITEM0607,Construction work item ITEM0607,kg,75.91,646.56,49080.37
ITEM0608,Construction work item ITEM0608,kg,171.17,460.08,78751.89
ITEM0609,Construction work item ITEM0609,pcs,157.66,566.53,89319.12
ITEM0610,Construction work item ITEM0610,hr,148.62,83.24,12371.13
ITEM0611,Construction work item ITEM0611,m,8.02,16.98,136.18
ITEM0612,Construction work item ITEM0612,m,39.33,177.85,6994.84
ITEM0613,Construction work item ITEM0613,hr,153.34,59.93,9189.67
ITEM0614,Construction work item ITEM0614,hr,107.27,647.07,69411.2
ITEM0615,Construction work item ITEM0615,hr,189.78,102.83,19515.08
ITEM0616,Construction work item ITEM0616,kg,191.19,179.55,34328.16
ITEM0617,Construction work item ITEM0617,m2,106.85,223.96,23930.13
ITEM0618,Construction work item ITEM0618,m2,234.04,737.73,172658.33
ITEM0619,Construction work item ITEM0619,m2,121.9,359.94,43876.69
ITEM0620,Construction work item ITEM0620,hr,62.09,315.69,19601.19
ITEM0621,Construction work item ITEM0621,hr,173.5,858.62,148970.57
ITEM0622,Construction work item ITEM0622,kg,237.21,296.85,70415.79
ITEM0623,Construction work item ITEM0623,pcs,217.03,676.05,146723.13
ITEM0624,Construction work item ITEM0624,m2,181.25,705.79,127924.44
ITEM0625,Construction work item ITEM0625,pcs,63.31,483.95,30638.87
ITEM0626,Construction work item ITEM0626,hr,167.2,538.22,89990.38
ITEM0627,Construction work item ITEM0627,m2,46.5,277.73,12914.45
ITEM0628,Construction work item ITEM0628,pcs,21.14,598.87,12660.11
ITEM0629,Construction work item ITEM0629,m2,145.71,324.91,47342.64
ITEM0630,Construction work item ITEM0630,pcs,172.13,892.35,153600.21
ITEM0631,Construction work item ITEM0631,hr,52.24,186.18,9726.04
ITEM0632,Construction work item ITEM0632,pcs,79.42,856.08,67989.87
ITEM0633,Construction work item ITEM0633,m2,68.34,779.16,53247.79
ITEM0634,Construction work item ITEM0634,m,223.67,225.36,50406.27
ITEM0635,Construction work item ITEM0635,m2,150.81,166.48,25106.85
ITEM0636,Construction work item ITEM0636,m2,214.21,914.37,195867.2
ITEM0637,Construction work item ITEM0637,kg,44.84,713.4,31988.86
ITEM0638,Construction work item ITEM0638,pcs,150.34,610.0,91707.4
ITEM0639,Construction work item ITEM0639,m,173.8,895.34,155610.09
ITEM0640,Construction work item ITEM0640,kg,214.69,98.55,21157.7
ITEM0641,Construction work item ITEM0641,m,117.34,584.6,68596.96
ITEM0642,Construction work item ITEM0642,pcs,210.46,824.7,173566.36
ITEM0643,Construction work item ITEM0643,m2,82.03,401.88,32966.22
ITEM0644,Construction work item ITEM0644,pcs,158.06,411.26,65003.76
ITEM0645,Construction work item ITEM0645,m,155.13,335.09,51982.51
ITEM0646,Construction work item ITEM0646,hr,44.92,346.13,15548.16
ITEM0647,Construction work item ITEM0647,kg,99.27,449.53,44624.84
ITEM0648,Construction work item ITEM0648,pcs,240.37,224.94,54068.83
ITEM0649,Construction work item ITEM0649,kg,149.28,742.74,110876.23
ITEM0650,Construction work item ITEM0650,m2,168.34,499.58,84099.3
ITEM0651,Construction work item ITEM0651,m,11.57,653.07,7556.02
ITEM0652,Construction work item ITEM0652,hr,201.16,383.66,77177.05
ITEM0653,Construction work item ITEM0653,kg,14.67,912.6,13387.84
ITEM0654,Construction work item ITEM0654,m,110.56,181.86,20106.44
ITEM0655,Construction work item ITEM0655,m2,23.38,361.86,8460.29
ITEM0656,Construction work item ITEM0656,hr,225.38,279.39,62968.92
ITEM0657,Construction work item ITEM0657,kg,42.81,674.77,28886.9
ITEM0658,Construction work item ITEM0658,pcs,105.9,756.99,80165.24
ITEM0659,Construction work item ITEM0659,kg,166.25,672.52,111806.45
ITEM0660,Construction work item ITEM0660,kg,163.2,137.41,22425.31
ITEM0661,Construction work item ITEM0661,pcs,221.32,29.78,6590.91
ITEM0662,Construction work item ITEM0662,kg,106.08,141.64,15025.17
ITEM0663,Construction work item ITEM0663,m,153.25,697.06,106824.44
ITEM0664,Construction work item ITEM0664,hr,211.56,214.15,45305.57
ITEM0665,Construction work item ITEM0665,kg,131.2,588.7,77237.44
ITEM0666,Construction work item ITEM0666,pcs,138.95,134.37,18670.71
ITEM0667,Construction work item ITEM0667,pcs,149.36,751.47,112239.56
ITEM0668,Construction work item ITEM0668,m2,219.18,870.4,190774.27
ITEM0669,Construction work item ITEM0669,kg,48.34,668.66,32323.02
ITEM0670,Construction work item ITEM0670,pcs,9.82,264.9,2601.32
ITEM0671,Construction work item ITEM0671,hr,210.8,537.86,113380.89
ITEM0672,Construction work item ITEM0672,m2,163.49,756.84,123735.77
ITEM0673,Construction work item ITEM0673,m2,243.35,833.76,202895.5
ITEM0674,Construction work item ITEM0674,m,236.91,220.43,52222.07
ITEM0675,Construction work item ITEM0675,pcs,181.61,451.42,81982.39
ITEM0676,Construction work item ITEM0676,m,35.69,386.53,13795.26
ITEM0677,Construction work item ITEM0677,kg,111.09,57.46,6383.23
ITEM0678,Construction work item ITEM0678,pcs,43.39,987.41,42843.72
ITEM0679,Construction work item ITEM0679,kg,143.68,408.22,58653.05
ITEM0680,Construction work item ITEM0680,m,154.76,448.33,69383.55
ITEM0681,Construction work item ITEM0681,m,22.94,129.39,2968.21
ITEM0682,Construction work item ITEM0682,kg,121.49,355.61,43203.06
ITEM0683,Construction work item ITEM0683,m2,196.06,806.66,158153.76
ITEM0684,Construction work item ITEM0684,m,100.01,760.57,76064.61
ITEM0685,Construction work item ITEM0685,m,16.87,271.42,4578.86
ITEM0686,Construction work item ITEM0686,pcs,206.33,631.02,130198.36
ITEM0687,Construction work item ITEM0687,kg,209.61,606.0,127023.66
ITEM0688,Construction work item ITEM0688,m,102.14,388.93,39725.31
ITEM0689,Construction work item ITEM0689,kg,197.54,642.57,126933.28
ITEM0690,Construction work item ITEM0690,m2,57.62,531.47,30623.3
ITEM0691,Construction work item ITEM0691,hr,1.13,791.39,894.27
ITEM0692,Construction work item ITEM0692,pcs,5.24,345.5,1810.42
ITEM0693,Construction work item ITEM0693,hr,81.08,178.81,14497.91
ITEM0694,Construction work item ITEM0694,m,239.27,715.5,171197.68
ITEM0695,Construction work item ITEM0695,pcs,12.8,824.38,10552.06
ITEM0696,Construction work item ITEM0696,kg,224.26,532.4,119396.02
ITEM0697,Construction work item ITEM0697,kg,11.83,492.15,5822.13
ITEM0698,Construction work item ITEM0698,m,225.71,856.54,193329.64
ITEM0699,Construction work item ITEM0699,kg,85.74,540.56,46347.61
ITEM0700,Construction work item ITEM0700,hr,173.33,661.67,114687.26
ITEM0701,Construction work item ITEM0701,kg,94.61,599.51,56719.64
ITEM0702,Construction work item ITEM0702,m2,23.46,409.05,9596.31
ITEM0703,Construction work item ITEM0703,m2,41.96,93.36,3917.39
ITEM0704,Construction work item ITEM0704,m,65.7,323.64,21263.15
ITEM0705,Construction work item ITEM0705,hr,86.47,641.09,55435.05
ITEM0706,Construction work item ITEM0706,m,144.65,79.05,11434.58
ITEM0707,Construction work item ITEM0707,kg,151.16,575.53,86997.11
ITEM0708,Construction work item ITEM0708,m,116.77,900.84,105191.09
ITEM0709,Construction work item ITEM0709,pcs,168.98,229.05,38704.87
ITEM0710,Construction work item ITEM0710,kg,191.68,311.92,59788.83
ITEM0711,Construction work item ITEM0711,kg,135.27,451.55,61081.17
ITEM0712,Construction work item ITEM0712,m,193.36,135.24,26150.01
ITEM0713,Construction work item ITEM0713,kg,56.3,289.21,16282.52
ITEM0714,Construction work item ITEM0714,kg,76.75,384.18,29485.82
ITEM0715,Construction work item ITEM0715,hr,156.12,341.31,53285.32
ITEM0716,Construction work item ITEM0716,kg,215.81,375.68,81075.5
ITEM0717,Construction work item ITEM0717,pcs,11.27,91.06,1026.25
ITEM0718,Construction work item ITEM0718,m,217.51,76.85,16715.64
ITEM0719,Construction work item ITEM0719,m,3.97,690.45,2741.09
ITEM0720,Construction work item ITEM0720,hr,97.68,931.19,90958.64
ITEM0721,Construction work item ITEM0721,m,185.29,583.79,108170.45
ITEM0722,Construction work item ITEM0722,m,206.25,459.8,94833.75
ITEM0723,Construction work item ITEM0723,m,59.83,71.09,4253.31
ITEM0724,Construction work item ITEM0724,m,30.31,395.18,11977.91
ITEM0725,Construction work item ITEM0725,hr,113.12,711.68,80505.24
ITEM0726,Construction work item ITEM0726,m2,162.35,808.83,131313.55
ITEM0727,Construction work item ITEM0727,hr,122.99,594.14,73073.28
ITEM0728,Construction work item ITEM0728,pcs,68.13,322.54,21974.65
ITEM0729,Construction work item ITEM0729,pcs,218.8,647.45,141662.06
ITEM0730,Construction work item ITEM0730,m2,201.7,185.61,37437.54
ITEM0731,Construction work item ITEM0731,kg,125.0,330.41,41301.25
ITEM0732,Construction work item ITEM0732,m,222.94,123.93,27628.95
ITEM0733,Construction work item ITEM0733,pcs,59.38,936.33,55599.28
ITEM0734,Construction work item ITEM0734,hr,198.99,197.96,39392.06
ITEM0735,Construction work item ITEM0735,m,167.87,783.85,131584.9
ITEM0736,Construction work item ITEM0736,m2,52.5,453.47,23807.18
ITEM0737,Construction work item ITEM0737,hr,214.99,369.95,79535.55
ITEM0738,Construction work item ITEM0738,hr,101.11,303.48,30684.86
ITEM0739,Construction work item ITEM0739,m,212.98,110.95,23630.13
ITEM0740,Construction work item ITEM0740,m,249.64,492.73,123005.12
ITEM0741,Construction work item ITEM0741,m,38.13,710.81,27103.19
ITEM0742,Construction work item ITEM0742,m2,232.35,407.27,94629.18
ITEM0743,Construction work item ITEM0743,kg,179.81,368.59,66276.17
ITEM0744,Construction work item ITEM0744,pcs,87.63,630.08,55213.91
ITEM0745,Construction work item ITEM0745,pcs,123.53,669.9,82752.75
ITEM0746,Construction work item ITEM0746,pcs,114.25,75.17,8588.17
ITEM0747,Construction work item ITEM0747,pcs,87.04,931.73,81097.78
ITEM0748,Construction work item ITEM0748,pcs,122.82,60.04,7374.11
ITEM0749,Construction work item ITEM0749,m,65.5,545.85,35753.18
ITEM0750,Construction work item ITEM0750,m,208.93,270.68,56553.17
ITEM0751,Construction work item ITEM0751,kg,200.57,508.63,102015.92
ITEM0752,Construction work item ITEM0752,pcs,101.39,725.67,73575.68
ITEM0754,Construction work item ITEM0754,pcs,38.01,534.08,20300.38
ITEM0755,Construction work item ITEM0755,hr,234.13,914.88,214200.85
ITEM0756,Construction work item ITEM0756,pcs,219.94,652.68,143550.44
ITEM0757,Construction work item ITEM0757,m,152.49,608.31,92761.19
ITEM0758,Construction work item ITEM0758,m2,218.75,1017.87,222659.06
ITEM0759,Construction work item ITEM0759,hr,80.23,508.3,40780.91
ITEM0760,Construction work item ITEM0760,pcs,73.0,241.0,17593.0
ITEM0761,Construction work item ITEM0761,m2,118.12,791.52,93494.34
ITEM0762,Construction work item ITEM0762,m2,123.34,386.24,47638.84
ITEM0763,Construction work item ITEM0763,m,23.3,397.26,9256.16
ITEM0764,Construction work item ITEM0764,m2,183.22,309.78,56757.89
ITEM0765,Construction work item ITEM0765,pcs,156.12,533.01,83213.52
ITEM0766,Construction work item ITEM0766,kg,123.77,173.99,21534.74
ITEM0767,Construction work item ITEM0767,m,59.83,263.53,15767.0
ITEM0768,Construction work item ITEM0768,hr,227.42,826.25,187905.78
ITEM0769,Construction work item ITEM0769,m2,125.89,626.41,78858.75
ITEM0770,Construction work item ITEM0770,kg,218.37,71.82,15683.33
ITEM0771,Construction work item ITEM0771,m2,121.53,678.26,82428.94
ITEM0772,Construction work item ITEM0772,m,177.68,957.71,170165.91
ITEM0773,Construction work item ITEM0773,kg,200.0,151.37,30274.0
ITEM0774,Construction work item ITEM0774,m,162.5,278.17,45202.62
ITEM0775,Construction work item ITEM0775,kg,155.82,742.87,115754.0
ITEM0776,Construction work item ITEM0776,m2,8.48,441.55,3744.34
ITEM0777,Construction work item ITEM0777,m2,202.3,489.49,99023.83
ITEM0778,Construction work item ITEM0778,hr,133.36,515.82,68789.76
ITEM0779,Construction work item ITEM0779,kg,110.84,949.11,105199.35
ITEM0780,Construction work item ITEM0780,m,80.52,388.54,31285.24
ITEM0781,Construction work item ITEM0781,hr,53.48,138.05,7382.91
ITEM0782,Construction work item ITEM0782,m2,203.21,24.41,4960.36
ITEM0783,Construction work item ITEM0783,pcs,199.59,18.25,3642.52
ITEM0784,Construction work item ITEM0784,m2,181.53,595.7,108137.42
ITEM0785,Construction work item ITEM0785,hr,148.2,250.52,37127.06
ITEM0786,Construction work item ITEM0786,pcs,135.76,411.08,55808.22
ITEM0787,Construction work item ITEM0787,m2,231.21,318.47,73633.45
ITEM0788,Construction work item ITEM0788,kg,36.59,424.85,15545.26
ITEM0789,Construction work item ITEM0789,m,232.83,147.23,34279.56
ITEM0790,Construction work item ITEM0790,m2,128.55,858.33,110338.32
ITEM0791,Construction work item ITEM0791,m,64.52,22.94,1480.09
ITEM0792,Construction work item ITEM0792,kg,232.23,375.87,87288.29
ITEM0793,Construction work item ITEM0793,m2,210.54,569.49,119900.42
ITEM0795,Construction work item ITEM0795,kg,196.36,50.0,9818.0
ITEM0796,Construction work item ITEM0796,kg,96.23,342.23,32932.79
ITEM0797,Construction work item ITEM0797,pcs,138.55,456.2,63206.51
ITEM0798,Construction work item ITEM0798,m2,137.15,544.96,74741.26
ITEM0799,Construction work item ITEM0799,m2,80.78,196.59,15880.54
ITEM0800,Construction work item ITEM0800,m,239.04,130.16,31113.45
ITEM0801,Construction work item ITEM0801,hr,100.33,901.99,90496.66
ITEM0802,Construction work item ITEM0802,m2,61.18,217.21,13288.91
ITEM0803,Construction work item ITEM0803,kg,159.53,671.29,107090.89
ITEM0804,Construction work item ITEM0804,hr,119.93,501.32,60123.31
ITEM0805,Construction work item ITEM0805,m,73.4,73.71,5410.31
ITEM0806,Construction work item ITEM0806,m2,79.41,679.45,53955.12
ITEM0807,Construction work item ITEM0807,m,64.66,130.02,8407.09
ITEM0808,Construction work item ITEM0808,m2,86.52,83.05,7185.49
ITEM0809,Construction work item ITEM0809,pcs,2.88,291.61,839.84
ITEM0810,Construction work item ITEM0810,kg,43.1,297.96,12842.08
ITEM0811,Construction work item ITEM0811,kg,122.6,903.95,110824.27
ITEM0812,Construction work item ITEM0812,m2,214.65,317.01,68046.2
ITEM0813,Construction work item ITEM0813,pcs,24.23,158.82,3848.21
